fips,population,county_reliability,broadband_cv,housing_cv,low_population_flag,very_low_population_flag
13305,30277.0,0.962,0.0361,0.1664,False,False
13307,2354.0,0.5,0.1168,0.6947,True,False
13309,7550.0,0.6,0.1005,0.5262,False,False
13311,28165.0,0.75,0.0268,0.3083,False,False
13313,103033.0,1.0,0.0131,0.1347,False,False
13315,8839.0,0.623,0.0569,0.3076,False,False
13317,9610.0,0.6,0.0751,0.4134,False,False
13319,8852.0,0.681,0.0411,0.2754,False,False
13321,20706.0,0.825,0.0368,0.1856,False,False
15001,202163.0,1.0,0.0105,0.0763,False,False
15003,1010100.0,1.0,0.0038,0.0225,False,False
15005,50.0,0.2,0.4559,,True,True
15007,73511.0,1.0,0.0158,0.111,False,False
15009,164765.0,1.0,0.0115,0.06,False,False
16001,497494.0,1.0,0.0044,0.0469,False,False
16003,4464.0,0.5,0.0585,0.373,True,False
16005,87434.0,1.0,0.0119,0.1119,False,False
16007,6436.0,0.681,0.0436,0.4361,False,False
16009,9731.0,0.7,0.0364,0.208,False,False
16011,48253.0,0.94,0.021,0.2187,False,False
16013,24248.0,0.675,0.033,0.482,False,False
16015,7809.0,0.6,0.0526,0.4134,False,False
16017,47976.0,0.964,0.0208,0.1478,False,False
16019,124490.0,1.0,0.0094,0.1031,False,False
16021,12335.0,0.675,0.0372,0.3911,False,False
16023,2605.0,0.5,0.0877,0.4697,True,False
16025,1133.0,0.5,0.141,,True,False
16027,235006.0,1.0,0.0062,0.0668,False,False
16029,7058.0,0.6,0.0385,0.3694,False,False
16031,24859.0,0.784,0.0181,0.2083,False,False
16033,756.0,0.2,0.2118,0.6079,True,True
16035,8810.0,0.7,0.0382,0.2119,False,False
16037,4344.0,0.5,0.0671,0.4402,True,False
16039,28752.0,0.936,0.0203,0.1854,False,False
16041,14376.0,0.675,0.0269,0.3014,False,False
16043,13519.0,0.743,0.034,0.4559,False,False
16045,19250.0,0.675,0.0262,0.371,False,False
16047,15520.0,0.69,0.0346,0.2965,False,False
16049,16787.0,0.797,0.0344,0.2147,False,False
16051,31383.0,0.83,0.0186,0.348,False,False
16053,24474.0,0.752,0.023,0.3054,False,False
16055,173396.0,1.0,0.0094,0.0644,False,False
16057,39872.0,0.993,0.0165,0.1121,False,False
16059,8043.0,0.632,0.0468,0.2614,False,False
16061,3630.0,0.5,0.0383,0.2634,True,False
16063,5203.0,0.627,0.0369,0.3005,False,False
16065,52487.0,0.946,0.0348,0.1535,False,False
16067,21626.0,0.777,0.0274,0.2519,False,False
16069,42200.0,0.991,0.0174,0.1599,False,False
16071,4572.0,0.5,0.034,0.7482,True,False
16073,12043.0,0.675,0.0263,0.4479,False,False
16075,25571.0,0.846,0.0256,0.2785,False,False
16077,7918.0,0.645,0.0374,0.6132,False,False
16079,13399.0,0.85,0.0322,0.1729,False,False
16081,11813.0,0.69,0.0397,0.2825,False,False
16083,90592.0,1.0,0.0133,0.1172,False,False
16085,11830.0,0.675,0.06,0.4235,False,False
16087,10612.0,0.75,0.0298,0.21,False,False
17001,65583.0,1.0,0.0131,0.1137,False,False
17003,5261.0,0.6,0.0661,0.3783,False,False
17005,16750.0,0.8,0.03,0.2,False,False
17007,53459.0,0.952,0.0183,0.2077,False,False
17009,6334.0,0.6,0.0475,0.7599,False,False
17011,33203.0,0.991,0.0158,0.1612,False,False
17013,4472.0,0.5,0.0439,0.4921,True,False
17015,15594.0,0.814,0.0266,0.2694,False,False
17017,12955.0,0.755,0.0262,0.3852,False,False
17019,206525.0,1.0,0.0098,0.0465,False,False
17021,33893.0,0.95,0.0233,0.1773,False,False
17023,15467.0,0.762,0.0269,0.2139,False,False
17025,13248.0,0.726,0.0306,0.5674,False,False
17027,36998.0,0.942,0.0133,0.2034,False,False
17029,47076.0,1.0,0.016,0.1173,False,False
17031,5225367.0,1.0,0.0021,0.0126,False,False
17033,18729.0,0.796,0.0219,0.2636,False,False
17035,10447.0,0.675,0.0264,0.3254,False,False
17037,100686.0,1.0,0.0109,0.0779,False,False
17039,15535.0,0.805,0.0233,0.2615,False,False
17041,19714.0,0.849,0.0214,0.228,False,False
17043,930559.0,1.0,0.003,0.0378,False,False
17045,16852.0,0.764,0.0234,0.2927,False,False
17047,6182.0,0.646,0.0351,0.6079,False,False
17049,34594.0,0.96,0.0147,0.1917,False,False
17051,21464.0,0.85,0.0242,0.2059,False,False
17053,13484.0,0.826,0.0242,0.201,False,False
17055,37810.0,1.0,0.0171,0.13,False,False
17057,33691.0,0.975,0.0158,0.1802,False,False
17059,4967.0,0.5,0.0431,0.4342,True,False
17061,12015.0,0.717,0.0289,0.2728,False,False
17063,52624.0,1.0,0.0119,0.1456,False,False
17065,8008.0,0.6,0.0449,0.3989,False,False
17067,17582.0,0.841,0.0238,0.2499,False,False
17069,3665.0,0.5,0.0751,0.5286,True,False
17071,6374.0,0.647,0.0362,0.3377,False,False
17073,49157.0,0.986,0.0161,0.1669,False,False
17075,27043.0,0.983,0.0169,0.1703,False,False
17077,53176.0,1.0,0.015,0.0906,False,False
17079,9295.0,0.65,0.0307,0.409,False,False
17081,37043.0,1.0,0.015,0.1172,False,False
17083,21462.0,0.726,0.0327,0.2941,False,False
17085,21942.0,0.85,0.0211,0.1915,False,False
17087,13313.0,0.719,0.0355,0.2935,False,False
17089,517254.0,1.0,0.005,0.0514,False,False
17091,107421.0,1.0,0.0125,0.0735,False,False
17093,132795.0,0.97,0.0102,0.1859,False,False
17095,49751.0,1.0,0.0179,0.0976,False,False
17097,713159.0,1.0,0.0036,0.0431,False,False
17099,109495.0,1.0,0.0119,0.0945,False,False
17101,15302.0,0.824,0.0278,0.2107,False,False
17103,34221.0,0.973,0.021,0.1768,False,False
17105,35771.0,0.975,0.0184,0.1786,False,False
17107,28027.0,0.967,0.0185,0.1851,False,False
17109,27370.0,1.0,0.0229,0.1193,False,False
17111,311133.0,1.0,0.0048,0.0837,False,False
17113,171284.0,1.0,0.008,0.0583,False,False
17115,103542.0,1.0,0.0128,0.0797,False,False
17117,44907.0,1.0,0.0189,0.1326,False,False
17119,265512.0,1.0,0.0063,0.0551,False,False
17121,37543.0,1.0,0.0161,0.1396,False,False
17123,11740.0,0.829,0.0248,0.2371,False,False
17125,13074.0,0.85,0.0232,0.1908,False,False
17127,14135.0,0.73,0.0395,0.327,False,False
17129,12284.0,0.802,0.0213,0.275,False,False
17131,15692.0,0.797,0.0221,0.2896,False,False
17133,34905.0,0.809,0.0162,0.275,False,False
17135,28352.0,0.932,0.0227,0.2321,False,False
17137,32882.0,0.967,0.022,0.19,False,False
17139,14531.0,0.838,0.0229,0.213,False,False
17141,51672.0,0.969,0.016,0.1873,False,False
17143,181186.0,1.0,0.009,0.0654,False,False
17145,20996.0,0.795,0.024,0.2857,False,False
17147,16698.0,0.814,0.0272,0.2518,False,False
17149,14776.0,0.827,0.0263,0.1958,False,False
17151,3799.0,0.5,0.0859,0.4053,True,False
17153,5177.0,0.634,0.0589,0.2596,False,False
17155,5628.0,0.7,0.0399,0.2416,False,False
17157,30413.0,0.951,0.0192,0.2092,False,False
17159,15716.0,0.789,0.0281,0.2222,False,False
17161,143819.0,1.0,0.0102,0.0692,False,False
17163,256791.0,1.0,0.0088,0.0748,False,False
17165,23662.0,0.85,0.0262,0.1772,False,False
17167,196122.0,1.0,0.0087,0.061,False,False
17169,6879.0,0.6,0.0377,0.5471,False,False
17171,4899.0,0.5,0.0347,0.4053,True,False
17173,21042.0,0.85,0.024,0.2222,False,False
17175,5395.0,0.696,0.0263,0.2316,False,False
17177,44482.0,1.0,0.0171,0.1492,False,False
17179,131276.0,1.0,0.01,0.0902,False,False
17181,17122.0,0.821,0.035,0.2261,False,False
17183,74113.0,1.0,0.0117,0.1081,False,False
17185,11321.0,0.755,0.0283,0.2776,False,False
17187,16760.0,0.8,0.0304,0.2967,False,False
17189,13781.0,0.85,0.0215,0.2128,False,False
17191,16127.0,0.797,0.026,0.2432,False,False
17193,13834.0,0.736,0.0315,0.3292,False,False
17195,55569.0,1.0,0.0146,0.1439,False,False
17197,696774.0,1.0,0.0037,0.0505,False,False
17199,67120.0,1.0,0.0141,0.1244,False,False
17201,284591.0,1.0,0.0071,0.0524,False,False
17203,38414.0,0.913,0.0169,0.2183,False,False
18001,35827.0,0.808,0.0224,0.3138,False,False
18003,385456.0,1.0,0.0054,0.0479,False,False
18005,82371.0,1.0,0.0108,0.1004,False,False
18007,8709.0,0.624,0.0249,0.2775,False,False
18009,12074.0,0.767,0.0382,0.229,False,False
18011,71235.0,0.964,0.0104,0.1826,False,False
18013,15513.0,0.757,0.0307,0.2492,False,False
18015,20397.0,0.789,0.0291,0.2247,False,False
18017,37820.0,0.923,0.021,0.1995,False,False
18019,121484.0,1.0,0.0142,0.1039,False,False
18021,26396.0,0.926,0.0239,0.2241,False,False
18023,33020.0,0.949,0.0207,0.1909,False,False
18025,10511.0,0.681,0.0487,0.3062,False,False
18027,33337.0,0.883,0.0242,0.1801,False,False
18029,50709.0,0.893,0.0143,0.2252,False,False
18031,26432.0,0.923,0.0201,0.211,False,False
18033,43312.0,0.937,0.0169,0.2209,False,False
18035,112156.0,1.0,0.0115,0.07,False,False
18037,43584.0,0.828,0.0203,0.2067,False,False
18039,206841.0,1.0,0.0096,0.0852,False,False
18041,23391.0,0.85,0.024,0.1717,False,False
18043,80191.0,1.0,0.0143,0.1206,False,False
18045,16468.0,0.821,0.0238,0.2308,False,False
18047,22850.0,0.763,0.0252,0.2211,False,False
18049,20420.0,0.821,0.0321,0.2512,False,False
18051,33006.0,0.902,0.0166,0.2075,False,False
18053,66560.0,1.0,0.017,0.122,False,False
18055,30900.0,0.991,0.0206,0.1554,False,False
18057,349527.0,1.0,0.0048,0.1043,False,False
18059,80170.0,0.963,0.0101,0.1947,False,False
18061,39684.0,0.865,0.0205,0.2467,False,False
18063,175639.0,1.0,0.0083,0.135,False,False
18065,48913.0,0.994,0.0161,0.1572,False,False
18067,83452.0,1.0,0.0156,0.115,False,False
18069,36699.0,0.969,0.0154,0.1705,False,False
18071,46212.0,0.934,0.0212,0.1832,False,False
18073,33045.0,0.828,0.0203,0.2612,False,False
18075,20451.0,0.825,0.0209,0.202,False,False
18077,33057.0,0.903,0.0234,0.208,False,False
18079,27610.0,0.883,0.0257,0.286,False,False
18081,161952.0,1.0,0.0092,0.1125,False,False
18083,36148.0,0.911,0.0187,0.2026,False,False
18085,80442.0,0.96,0.0149,0.1979,False,False
18087,40364.0,0.871,0.0271,0.2684,False,False
18089,497682.0,1.0,0.0056,0.0519,False,False
18091,112215.0,1.0,0.0106,0.101,False,False
18093,45113.0,0.963,0.0155,0.1551,False,False
18095,130545.0,1.0,0.01,0.0839,False,False
18097,971737.0,1.0,0.0052,0.0285,False,False
18099,46208.0,0.992,0.021,0.1601,False,False
18101,9863.0,0.605,0.0356,0.2946,False,False
18103,35952.0,0.962,0.0184,0.1911,False,False
18105,140065.0,1.0,0.0104,0.0478,False,False
18107,38018.0,0.973,0.0168,0.1793,False,False
18109,71757.0,1.0,0.0126,0.1247,False,False
18111,13829.0,0.785,0.0256,0.3123,False,False
18113,47431.0,0.937,0.0205,0.2253,False,False
18115,5974.0,0.6,0.0331,0.3534,False,False
18117,19768.0,0.85,0.0243,0.1826,False,False
18119,21361.0,0.774,0.0286,0.2628,False,False
18121,16327.0,0.805,0.0411,0.2236,False,False
18123,19186.0,0.778,0.0269,0.2266,False,False
18125,12227.0,0.738,0.0373,0.3681,False,False
18127,173355.0,1.0,0.0085,0.0807,False,False
18129,25226.0,0.912,0.0167,0.2148,False,False
18131,12498.0,0.746,0.0296,0.2455,False,False
18133,36942.0,0.851,0.0174,0.2081,False,False
18135,24586.0,0.85,0.0252,0.1817,False,False
18137,28990.0,0.951,0.0179,0.1849,False,False
18139,16716.0,0.777,0.0258,0.3094,False,False
18141,272388.0,1.0,0.0069,0.0588,False,False
18143,24403.0,0.749,0.0246,0.2612,False,False
18145,44940.0,0.98,0.0178,0.1394,False,False
18147,19935.0,0.769,0.0241,0.2803,False,False
18149,23308.0,0.789,0.0268,0.2926,False,False
18151,34507.0,0.917,0.0238,0.242,False,False
18153,20791.0,0.81,0.0323,0.2359,False,False
18155,9896.0,0.624,0.0468,0.2837,False,False
18157,186955.0,1.0,0.0082,0.0555,False,False
18159,15328.0,0.698,0.0289,0.4448,False,False
18161,7041.0,0.63,0.0319,0.4125,False,False
18163,179900.0,1.0,0.0078,0.0556,False,False
18165,15488.0,0.789,0.0279,0.2567,False,False
18167,106355.0,1.0,0.0124,0.0708,False,False
18169,31032.0,0.924,0.0214,0.2147,False,False
18171,8454.0,0.6,0.0277,0.3602,False,False
18173,64065.0,0.981,0.0137,0.1452,False,False
18175,28133.0,0.919,0.0274,0.1914,False,False
18177,66522.0,1.0,0.0131,0.1336,False,False
18179,28167.0,0.866,0.0215,0.214,False,False
18181,24630.0,0.829,0.0203,0.2555,False,False
18183,34259.0,0.864,0.0158,0.2483,False,False
19001,7479.0,0.7,0.0316,0.2297,False,False
19003,3680.0,0.5,0.0396,0.4192,True,False
19005,14046.0,0.85,0.0314,0.1958,False,False
19007,12279.0,0.751,0.032,0.2629,False,False
19009,5651.0,0.6,0.0286,0.3362,False,False
19011,25652.0,0.868,0.0195,0.2708,False,False
19013,131041.0,1.0,0.0106,0.0637,False,False
19015,26700.0,0.823,0.0193,0.2658,False,False
19017,25012.0,0.904,0.016,0.2483,False,False
19019,20631.0,0.808,0.0189,0.2001,False,False
19021,20687.0,0.79,0.0218,0.3053,False,False
19023,14376.0,0.838,0.0206,0.2432,False,False
19025,9893.0,0.7,0.0247,0.224,False,False
19027,20728.0,0.751,0.0228,0.2091,False,False
19029,13116.0,0.75,0.0235,0.2102,False,False
19031,18479.0,0.798,0.0212,0.2267,False,False
19033,42979.0,0.952,0.0153,0.1389,False,False
19035,11601.0,0.696,0.0277,0.2754,False,False
19037,11957.0,0.694,0.0291,0.277,False,False
19039,9737.0,0.6,0.0357,0.3273,False,False
19041,16423.0,0.708,0.0277,0.2856,False,False
19043,17123.0,0.85,0.0254,0.1634,False,False
19045,46488.0,1.0,0.0158,0.1431,False,False
19047,16450.0,0.675,0.0903,0.54,False,False
19049,100367.0,1.0,0.0087,0.1383,False,False
19051,9093.0,0.6,0.0476,0.4255,False,False
19053,7684.0,0.669,0.0336,0.2837,False,False
19055,17523.0,0.774,0.0243,0.2321,False,False
19057,38824.0,0.981,0.0182,0.1319,False,False
19059,17692.0,0.723,0.025,0.2583,False,False
19061,98812.0,1.0,0.0087,0.0939,False,False
19063,9349.0,0.693,0.0281,0.2214,False,False
19065,19519.0,0.85,0.0192,0.1731,False,False
19067,15601.0,0.732,0.027,0.2578,False,False
19069,10015.0,0.726,0.0326,0.3242,False,False
19071,6639.0,0.601,0.0265,0.3156,False,False
19073,8801.0,0.7,0.032,0.2098,False,False
19075,12351.0,0.808,0.0231,0.2375,False,False
19077,10619.0,0.815,0.0292,0.237,False,False
19079,14979.0,0.77,0.0322,0.2998,False,False
19081,10790.0,0.778,0.0235,0.1852,False,False
19083,16861.0,0.85,0.0303,0.1808,False,False
19085,14623.0,0.85,0.0229,0.2017,False,False
19087,20436.0,0.807,0.0228,0.206,False,False
19089,9479.0,0.6,0.039,0.3558,False,False
19091,9606.0,0.676,0.0228,0.2521,False,False
19093,6969.0,0.631,0.0269,0.2631,False,False
19095,16575.0,0.848,0.0174,0.1731,False,False
19097,19470.0,0.796,0.0228,0.1964,False,False
19099,37808.0,0.977,0.0156,0.1776,False,False
19101,15785.0,0.787,0.0347,0.2265,False,False
19103,153360.0,1.0,0.0099,0.0605,False,False
19105,20733.0,0.725,0.0226,0.2974,False,False
19107,10026.0,0.85,0.0219,0.1794,False,False
19109,14718.0,0.748,0.021,0.276,False,False
19111,33442.0,1.0,0.016,0.1462,False,False
19113,229308.0,1.0,0.0065,0.0788,False,False
19115,10823.0,0.794,0.0291,0.264,False,False
19117,8666.0,0.612,0.0382,0.2993,False,False
19119,12023.0,0.756,0.0197,0.272,False,False
19121,16609.0,0.701,0.0264,0.3287,False,False
19123,22059.0,0.84,0.0206,0.1983,False,False
19125,33487.0,0.94,0.0183,0.1699,False,False
19127,40049.0,0.959,0.0206,0.1993,False,False
19129,14605.0,0.75,0.0256,0.2902,False,False
19131,10537.0,0.675,0.0234,0.3509,False,False
19133,8671.0,0.6,0.026,0.3085,False,False
19135,7574.0,0.6,0.0462,0.3509,False,False
19137,10285.0,0.724,0.0323,0.2615,False,False
19139,42968.0,0.973,0.0144,0.1826,False,False
19141,14138.0,0.744,0.0261,0.2201,False,False
19143,6149.0,0.64,0.027,0.3281,False,False
19145,15225.0,0.797,0.0272,0.2416,False,False
19147,8938.0,0.7,0.0288,0.2538,False,False
19149,25621.0,0.891,0.0177,0.2505,False,False
19151,7061.0,0.7,0.0269,0.2088,False,False
19153,493378.0,1.0,0.004,0.0405,False,False
19155,93543.0,1.0,0.0123,0.0923,False,False
19157,18608.0,0.848,0.0304,0.18,False,False
19159,4690.0,0.5,0.0347,0.3546,True,False
19161,9778.0,0.638,0.0235,0.2972,False,False
19163,174315.0,1.0,0.0078,0.0708,False,False
19165,11737.0,0.675,0.0274,0.3783,False,False
19167,35815.0,0.865,0.0115,0.2187,False,False
19169,98573.0,1.0,0.0146,0.0703,False,False
19171,17017.0,0.85,0.0195,0.168,False,False
19173,5916.0,0.652,0.0291,0.2584,False,False
19175,12107.0,0.735,0.0306,0.2734,False,False
19177,7207.0,0.662,0.0363,0.3334,False,False
19179,35292.0,1.0,0.0181,0.1482,False,False
19181,52709.0,1.0,0.0101,0.1417,False,False
19183,22534.0,0.85,0.0174,0.1922,False,False
19185,6484.0,0.6,0.0366,0.3514,False,False
19187,36986.0,0.999,0.0202,0.1518,False,False
19189,10704.0,0.675,0.0263,0.3093,False,False
19191,20050.0,0.85,0.0209,0.1316,False,False
19193,105526.0,1.0,0.0108,0.109,False,False
19195,7417.0,0.692,0.027,0.2605,False,False
19197,12897.0,0.701,0.0253,0.3116,False,False
20001,12554.0,0.85,0.035,0.2167,False,False
20003,7799.0,0.6,0.0527,0.3763,False,False
20005,16309.0,0.749,0.0369,0.2844,False,False
20007,4081.0,0.5,0.0526,0.8105,True,False
20009,25477.0,0.939,0.0253,0.2042,False,False
20011,14405.0,0.761,0.0287,0.2487,False,False
20013,9486.0,0.7,0.0364,0.2287,False,False
20015,67618.0,0.987,0.0166,0.1653,False,False
20017,2570.0,0.5,0.0594,0.4649,True,False
20019,3389.0,0.5,0.0555,0.4676,True,False
20021,19380.0,0.813,0.0273,0.2205,False,False
20023,2619.0,0.5,0.0524,0.5674,True,False
20025,1977.0,0.5,0.0632,0.4179,True,False
20027,8088.0,0.6,0.0508,0.3684,False,False
20029,9008.0,0.6,0.0355,0.3581,False,False
20031,8334.0,0.7,0.0228,0.2446,False,False
20033,1825.0,0.5,0.0864,0.4159,True,False
20035,34661.0,0.963,0.0201,0.1764,False,False
20037,39012.0,1.0,0.0153,0.1281,False,False
20039,2771.0,0.5,0.0474,0.5066,True,False
20041,18492.0,0.819,0.031,0.2292,False,False
20043,7501.0,0.629,0.032,0.265,False,False
20045,119094.0,1.0,0.0116,0.0664,False,False
20047,2849.0,0.5,0.0486,0.3132,True,False
20049,2453.0,0.5,0.0518,0.3891,True,False
20051,28921.0,0.961,0.0199,0.1458,False,False
20053,6374.0,0.618,0.0366,0.3779,False,False
20055,38187.0,0.968,0.0202,0.1681,False,False
20057,34212.0,0.785,0.0205,0.3099,False,False
20059,25968.0,0.968,0.0252,0.1589,False,False
20061,36247.0,0.975,0.0216,0.1298,False,False
20063,2758.0,0.5,0.0475,0.4369,True,False
20065,2430.0,0.5,0.0457,0.4776,True,False
20067,7336.0,0.6,0.0556,0.8612,False,False
20069,5719.0,0.6,0.0324,0.6079,False,False
20071,1279.0,0.5,0.0772,1.0132,True,False
20073,6001.0,0.63,0.0403,0.4078,False,False
20075,2520.0,0.5,0.0841,1.2158,True,False
20077,5457.0,0.62,0.0374,0.33,False,False
20079,33959.0,0.92,0.0251,0.1814,False,False
20081,3735.0,0.5,0.0289,0.6839,True,False
20083,1770.0,0.5,0.0646,0.4479,True,False
20085,13274.0,0.846,0.0215,0.1744,False,False
20087,18387.0,0.812,0.017,0.25,False,False
20089,2929.0,0.5,0.0481,0.311,True,False
20091,610742.0,1.0,0.0033,0.0417,False,False
20093,3964.0,0.5,0.0405,0.7229,True,False
20095,7369.0,0.6,0.0399,0.3316,False,False
20097,2445.0,0.5,0.0541,0.4377,True,False
20099,20096.0,0.832,0.028,0.2129,False,False
20101,1528.0,0.5,0.0859,0.7599,True,False
20103,82050.0,1.0,0.0133,0.1389,False,False
20105,2929.0,0.5,0.0532,0.4053,True,False
20107,9696.0,0.64,0.0388,0.2927,False,False
20109,2752.0,0.5,0.0422,0.4625,True,False
20111,32182.0,0.982,0.0189,0.1464,False,False
20113,30085.0,0.883,0.0194,0.1737,False,False
20115,11867.0,0.76,0.0261,0.2783,False,False
20117,10014.0,0.73,0.0332,0.3064,False,False
20119,4019.0,0.496,0.0375,0.6608,True,False
20121,34312.0,0.85,0.017,0.3357,False,False
20123,5829.0,0.6,0.0429,0.3831,False,False
20125,31448.0,1.0,0.023,0.1501,False,False
20127,5385.0,0.6,0.0419,0.4053,False,False
20129,2688.0,0.5,0.0682,0.6383,True,False
20131,10219.0,0.675,0.0292,0.3204,False,False
20133,15826.0,0.803,0.0274,0.2458,False,False
20135,2677.0,0.5,0.051,0.4458,True,False
20137,5431.0,0.6,0.0637,0.4318,False,False
20139,15787.0,0.825,0.0255,0.1888,False,False
20141,3493.0,0.5,0.0382,0.3114,True,False
20143,5768.0,0.602,0.0269,0.3391,False,False
20145,6288.0,0.6,0.0452,0.4106,False,False
20147,4960.0,0.5,0.0341,0.3161,True,False
20149,25482.0,0.785,0.0204,0.2923,False,False
20151,9175.0,0.6,0.0375,0.3289,False,False
20153,2544.0,0.5,0.0406,0.5611,True,False
20155,61881.0,1.0,0.0158,0.1409,False,False
20157,4686.0,0.5,0.0437,0.3695,True,False
20159,9441.0,0.6,0.038,0.33,False,False
20161,72105.0,1.0,0.0165,0.0753,False,False
20163,4925.0,0.5,0.0356,0.3413,True,False
20165,2939.0,0.5,0.0468,0.2957,True,False
20167,6702.0,0.6,0.0481,0.5845,False,False
20169,54160.0,0.976,0.0151,0.1317,False,False
20171,5128.0,0.6,0.0659,0.7369,False,False
20173,522700.0,1.0,0.0054,0.038,False,False
20175,21942.0,0.727,0.0339,0.2376,False,False
20177,178625.0,1.0,0.0101,0.0623,False,False
20179,2450.0,0.5,0.0426,0.5826,True,False
20181,5940.0,0.6,0.0649,0.3506,False,False
20183,3561.0,0.5,0.0385,0.4134,True,False
20185,4054.0,0.5,0.0446,0.4799,True,False
20187,2060.0,0.5,0.0835,,True,False
20189,5275.0,0.6,0.0557,0.4218,False,False
20191,22517.0,0.848,0.0238,0.2093,False,False
20193,7907.0,0.6,0.0428,0.4306,False,False
20195,2798.0,0.5,0.0456,0.4433,True,False
20197,6922.0,0.609,0.0417,0.2888,False,False
20199,1489.0,0.5,0.0613,0.6947,True,False
20201,5529.0,0.633,0.0384,0.304,False,False
20203,2131.0,0.5,0.083,0.6586,True,False
20205,8667.0,0.679,0.0452,0.2543,False,False
20207,3134.0,0.5,0.046,0.3334,True,False
20209,167989.0,1.0,0.0093,0.0643,False,False
21001,18887.0,0.763,0.0363,0.2828,False,False
21003,20773.0,0.835,0.0263,0.1954,False,False
21005,23839.0,0.788,0.0244,0.2474,False,False
21007,7742.0,0.619,0.0371,0.2777,False,False
21009,44511.0,0.992,0.0183,0.1343,False,False
21011,12739.0,0.675,0.0398,0.4319,False,False
21013,24248.0,0.85,0.0332,0.1937,False,False
21015,136150.0,1.0,0.0103,0.1255,False,False
21017,20228.0,0.85,0.0242,0.1788,False,False
21019,48242.0,1.0,0.0179,0.1233,False,False
21021,30613.0,0.985,0.0206,0.152,False,False
21023,8420.0,0.649,0.0419,0.3273,False,False
21025,13580.0,0.784,0.0276,0.3053,False,False
21027,20528.0,0.778,0.0379,0.3168,False,False
21029,82482.0,0.975,0.0117,0.1805,False,False
21031,12365.0,0.793,0.0391,0.1932,False,False
21033,12635.0,0.686,0.0404,0.2871,False,False
21035,37345.0,0.979,0.022,0.143,False,False
21037,93122.0,1.0,0.0122,0.0832,False,False
21039,4782.0,0.5,0.0369,0.3928,True,False
21041,10842.0,0.675,0.0423,0.3133,False,False
21043,26671.0,0.875,0.0341,0.2551,False,False
21045,15942.0,0.749,0.0366,0.3144,False,False
21047,72766.0,1.0,0.0185,0.0961,False,False
21049,36897.0,0.953,0.0169,0.206,False,False
21051,20322.0,0.834,0.0317,0.2327,False,False
21053,9295.0,0.665,0.0501,0.304,False,False
21055,8979.0,0.6,0.0468,0.4224,False,False
21057,5974.0,0.6,0.0689,0.3734,False,False
21059,102916.0,1.0,0.0117,0.0899,False,False
21061,12179.0,0.688,0.0374,0.3128,False,False
21063,7378.0,0.6,0.064,0.5459,False,False
21065,14138.0,0.806,0.0352,0.2428,False,False
21067,321276.0,1.0,0.006,0.0429,False,False
21069,15111.0,0.805,0.0291,0.2915,False,False
21071,35780.0,0.938,0.0248,0.1422,False,False
21073,51475.0,1.0,0.0199,0.1358,False,False
21075,6480.0,0.608,0.0509,0.2901,False,False
21077,8720.0,0.642,0.0381,0.2817,False,False
21079,17175.0,0.746,0.0262,0.2705,False,False
21081,25085.0,0.787,0.0238,0.3048,False,False
21083,36701.0,0.906,0.023,0.1998,False,False
21085,26465.0,0.843,0.0307,0.2621,False,False
21087,11198.0,0.728,0.035,0.2897,False,False
21089,35853.0,0.961,0.0214,0.1966,False,False
21091,9058.0,0.7,0.037,0.2387,False,False
21093,111005.0,1.0,0.016,0.0979,False,False
21095,26589.0,0.982,0.0256,0.1719,False,False
21097,18803.0,0.794,0.0337,0.2303,False,False
21099,19345.0,0.809,0.0297,0.2243,False,False
21101,44770.0,1.0,0.0185,0.138,False,False
21103,15731.0,0.803,0.0319,0.2315,False,False
21105,4491.0,0.5,0.0606,1.8237,True,False
21107,45223.0,0.981,0.0176,0.1731,False,False
21109,13002.0,0.675,0.0378,0.3389,False,False
21111,779232.0,1.0,0.0037,0.0319,False,False
21113,53381.0,1.0,0.016,0.1402,False,False
21115,22631.0,0.787,0.03,0.2366,False,False
21117,169066.0,1.0,0.0078,0.0648,False,False
21119,14282.0,0.749,0.0375,0.262,False,False
21121,30207.0,0.903,0.0296,0.2076,False,False
21123,14902.0,0.759,0.0367,0.2478,False,False
21125,62442.0,0.984,0.0181,0.1397,False,False
21127,16228.0,0.697,0.0424,0.2737,False,False
21129,7338.0,0.606,0.0609,0.3361,False,False
21131,10468.0,0.675,0.0525,0.6672,False,False
21133,21490.0,0.814,0.0286,0.1887,False,False
21135,13063.0,0.704,0.0363,0.4824,False,False
21137,24320.0,0.788,0.0266,0.2546,False,False
21139,8980.0,0.624,0.0418,0.3747,False,False
21141,27498.0,0.908,0.0262,0.2327,False,False
21143,8721.0,0.6,0.0394,0.3202,False,False
21145,67573.0,1.0,0.0155,0.1187,False,False
21147,16892.0,0.682,0.0587,0.3647,False,False
21149,9173.0,0.679,0.0382,0.3668,False,False
21151,92955.0,1.0,0.0166,0.0921,False,False
21153,11647.0,0.752,0.0487,0.3307,False,False
21155,19627.0,0.787,0.0275,0.2622,False,False
21157,31706.0,0.847,0.0273,0.2379,False,False
21159,11298.0,0.675,0.0512,0.3106,False,False
21161,17068.0,0.793,0.0288,0.2163,False,False
21163,29964.0,0.888,0.0225,0.2545,False,False
21165,6174.0,0.6,0.0737,0.3922,False,False
21167,22662.0,0.776,0.0282,0.2779,False,False
21169,10313.0,0.689,0.0374,0.4197,False,False
